"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000179869.15",143.402134823647,2.72681843364581,0.79751724842177,3.41913411784132,0.000628207543182645,0.0410453094965097
"ENSG00000179913.11",5301.50928174003,2.66746810342767,0.556812964380182,4.7905998496227,1.66283449282088e-06,0.00151487975327237
"ENSG00000180251.5",234.612769493128,5.79915007412399,1.28667141607426,4.5070948197619,6.57212690038669e-06,0.00339357352609212
"ENSG00000180596.7",172.420004623767,2.66717851896524,0.636344894961125,4.19140396989935,2.77233528254776e-05,0.00802686311340344
"ENSG00000180745.5",586.255746798886,3.70702025087416,0.85379137739963,4.34183378867626,1.4129841124938e-05,0.0053633204072129
"ENSG00000180818.5",203.800418975409,5.43137135076552,1.33156645537114,4.07893374668385,4.52427270879266e-05,0.010907099954523
"ENSG00000181019.13",9950.25615724048,2.3544348458456,0.605506284408473,3.88837392190847,0.000100918069738681,0.0160864243512151
"ENSG00000181378.14",87.3027958883068,3.46988844269669,0.866493584609393,4.00451717627071,6.21442759490336e-05,0.0120753488610066
"ENSG00000182580.3",1871.73225417312,2.37166686952075,0.609020960682568,3.89422864339952,9.85116989474915e-05,0.0160041113676869
"ENSG00000183128.7",196.192870200388,4.43749165388657,1.1083465224677,4.00370422420474,6.23583207276024e-05,0.0120753488610066
"ENSG00000183856.11",1349.2988323298,2.30990606188825,0.612213377550167,3.77304081647411,0.000161269892042595,0.020061241525135
"ENSG00000184678.10",1471.57970345919,2.23842635730445,0.556094351993256,4.02526360730166,5.69115264368745e-05,0.0118006739106029
"ENSG00000185015.8",605.541386677897,1.47860099702774,0.427980533918676,3.45483235765275,0.000550635083522029,0.0387883276454824
"ENSG00000185332.8",122.133096124929,2.64367015419468,0.698933807718743,3.78243279263222,0.000155303032524896,0.0197361053723032
"ENSG00000185499.16",34397.4639842888,2.52795886680895,0.706479313388182,3.57824895775814,0.00034590389120613,0.0306283062342212
"ENSG00000187837.4",2399.93851213577,2.07310037175616,0.624309329445541,3.32063013313819,0.000898144769267412,0.0495554997994784
